fosterId,lastName,firstName,emailAddress,gender,userAddress,userCity,userState,userZipCode,phone,birthDate,employmentStatus,fosterActivity,specialNeedsExp,hoursAway,applicationId
51340,Thorndyke,Adrian,ThorndykeA@aol.com,male,850 N Randolph St,Arlington,VA,22203,895-612-4738,1973-12-23,Employed,Inactive Foster,no,7,61440
51341,Laner,Cheyenne,LanerC@aol.com,male,8039 Gatehouse Rd,Falls Church,VA,22042,621-798-1634,1956-05-21,Employed,Inactive Foster,no,8,61441
51342,Eagle,Cassidy,EagleC@gmail.com,male,2303 Bancroft Pl NW,Washington,DC,20008,238-721-6143,1960-06-28,Retired,Active Foster,yes,8,61442
51343,Alire,Deion,AlireD@msn.com,male,4326 9th ST NW,Washington,DC,22011,546-971-8597,1996-10-13,Retired,Active Foster,no,9,61443
51344,Peralto,Brandon,PeraltoB@aol.com,male,2800 Clarendon Blvd,Arlington,VA,22201,472-512-9486,1978-04-22,Employed,Active Foster,no,2,61444
51345,Mills,Genevieve,MillsG@aol.com,male,2800 Clarendon Blvd,Arlington,VA,22201,968-167-4683,1962-07-26,Employed,Inactive Foster,no,8,61445
51346,Lor,Mark,LorM@gmail.com,male,7013 Leestone St,Springfield,VA,22151,841-495-4359,1998-10-07,Employed,Active Foster,yes,3,61446
51347,Lara,Joshua,LaraJ@msn.com,male,2519 Afton St,Temple Hills,MD,20748,927-697-6978,1975-10-11,Employed,Active Foster,no,8,61447
51348,Esquivel-Acosta,Sammy,Esquivel-AcostaS@aol.com,male,1320 N Veitch St,Arlington,VA,22201,721-526-5267,1958-01-17,Retired,Active Foster,no,9,61448
51349,al-Hai,Arafaat,al-HaiA@gmail.com,male,4934 Indian Ln NW,Washington,DC,20016,895-935-6923,1980-12-13,Employed,Inactive Foster,yes,10,61449
